"Parasite.species","Host.no","Stage","hosts","hs","var.hs","stage2","maxLCL"
"Sphaerirostris picae",2,"2larv",1,1,NA,"larva",3
"Sphaerirostris picae",3,"adult",4,1.5,0.25,"adult",3
"Spinicauda freitasi",1,"adult",1,1,NA,"adult",1
"Spinitectus carolini",1,"1larv",12,3.68181818181818,0.277548209366391,"larva",3
"Spinitectus carolini",2,"adult",8,3.14285714285714,1.19387755102041,"adult",3
"Spinitectus carolini",3,"adult",1,1,NA,"adult",3
"Spinitectus gracilis",1,"1larv",11,3.83636363636364,0.536859504132231,"larva",3
"Spinitectus gracilis",2,"adult",9,3,1.33333333333333,"adult",3
"Spinitectus gracilis",3,"adult",1,1,NA,"adult",3
"Spinitectus inermis",1,"1larv",5,2.83333333333333,0.138888888888889,"larva",2
"Spinitectus inermis",2,"adult",1,1,NA,"adult",2
"Spinitectus micracanthus",1,"1larv",1,1,NA,"larva",2
"Spinitectus micracanthus",2,"adult",1,1,NA,"adult",2
"Spinitectus ranae",1,"1larv",1,1,NA,"larva",2
"Spinitectus ranae",2,"adult",6,2.53333333333333,1.18222222222222,"adult",2
"Spirocamallanus cricotus",1,"1larv",2,5,0,"larva",2
"Spirocamallanus cricotus",2,"adult",1,1,NA,"adult",2
"Spirocamallanus fulvidraconis",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2
"Spirocamallanus fulvidraconis",2,"adult",1,NA,NA,"adult",2
"Spirocamallanus hilarii",1,"1larv",2,1,0,"larva",3
"Spirocamallanus hilarii",2,"2larv",1,1,NA,"larva",3
"Spirocamallanus hilarii",3,"adult",4,2,1,"adult",3
"Spirocamallanus mysti",1,"1larv",2,1,0,"larva",2
"Spirocamallanus mysti",2,"adult",7,2.13333333333333,0.915555555555555,"adult",2
"Spirocerca lupi",1,"1larv",29,2.27832512315271,0.851106554393458,"larva",3
"Spirocerca lupi",2,"2larv",30,4.42528735632184,0.796142158805655,"larva",3
"Spirocerca lupi",3,"adult",4,2.33333333333333,0.555555555555556,"adult",3
"Spirometra erinacei",1,"1larv",8,1.75,0.1875,"larva",4
"Spirometra erinacei",2,"2larv",12,3.68888888888889,2.21432098765432,"larva",4
"Spirometra erinacei",3,"3larv",6,4.46666666666667,0.382222222222222,"larva",4
"Spirometra erinacei",4,"adult",3,3,0,"adult",4
"Spirometra mansonoides",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",4
"Spirometra mansonoides",2,"2larv",14,3.89010989010989,2.27363844946263,"larva",4
"Spirometra mansonoides",3,"3larv",12,3.53030303030303,2.43089990817264,"larva",4
"Spirometra mansonoides",4,"adult",4,2.5,0.25,"adult",4
"Spiroxys contortus",1,"1larv",6,1.8,0.16,"larva",3
"Spiroxys contortus",2,"2larv",7,5.38095238095238,1.37868480725624,"larva",3
"Spiroxys contortus",3,"adult",9,2.46428571428571,0.248724489795918,"adult",3
"Spirura infundibuliformis",1,"1larv",5,2.4,0.24,"larva",2
"Spirura infundibuliformis",2,"adult",4,2,0,"adult",2
"Spirura malayensis",1,"1larv",1,1,NA,"larva",2
"Spirura malayensis",2,"adult",3,3,2,"adult",2
"Spirura rytipleurites",1,"1larv",6,2.53333333333333,1.18222222222222,"larva",2
"Spirura rytipleurites",2,"adult",2,4,0,"adult",2
"Spirura talpae",1,"1larv",1,1,NA,"larva",2
"Spirura talpae",2,"adult",1,1,NA,"adult",2
"Staphylocystis brusatae",1,"1larv",4,3,2,"larva",2
"Staphylocystis brusatae",2,"adult",2,1,0,"adult",2
"Staphylocystis furcata",1,"1larv",14,3.28787878787879,0.750459136822773,"larva",2
"Staphylocystis furcata",2,"adult",2,1,0,"adult",2
"Staphylocystis pistillum",1,"1larv",1,1,NA,"larva",2
"Staphylocystis pistillum",2,"adult",1,1,NA,"adult",2
"Staphylocystis scalaris",1,"1larv",1,1,NA,"larva",2
"Staphylocystis scalaris",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2
"Stephanurus dentatus",1,"1larv",4,NA,NA,"larva",2
"Stephanurus dentatus",2,"adult",3,3.66666666666667,0.222222222222222,"adult",2
"Sterliadochona ephemeridarum",1,"1larv",1,1,NA,"larva",2
"Sterliadochona ephemeridarum",2,"adult",1,1,NA,"adult",2
"Stilesia globipunctata",1,"1larv",6,2,1,"larva",2
"Stilesia globipunctata",2,"adult",6,2.26666666666667,0.328888888888889,"adult",2
"Streptocara crassicauda",1,"1larv",4,2,1,"larva",3
"Streptocara crassicauda",2,"2larv",9,3.46428571428571,0.891581632653061,"larva",3
"Streptocara crassicauda",3,"adult",16,2.575,1.494375,"adult",3
"Streptopharagus greenbergi",1,"1larv",2,2,0,"larva",2
"Streptopharagus greenbergi",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2
"Streptopharagus kutassi",1,"1larv",10,1.95238095238095,0.0453514739229025,"larva",2
"Streptopharagus kutassi",2,"adult",4,2.33333333333333,0.555555555555556,"adult",2
"Streptopharagus pigmentatus",1,"1larv",3,2.33333333333333,0.888888888888889,"larva",2
"Streptopharagus pigmentatus",2,"adult",2,1,0,"adult",2
"Strongylus edentatus",1,"adult",5,1,0,"adult",1
"Strongylus equinus",1,"adult",5,1,0,"adult",1
"Strongylus vulgaris",1,"adult",5,1,0,"adult",1
"Subulura bolivari",1,"1larv",3,2,0,"larva",2
"Subulura bolivari",2,"adult",1,1,NA,"adult",2
"Subulura jacchi",1,"1larv",1,NA,NA,"larva",2
"Subulura jacchi",2,"adult",5,2.66666666666667,0.222222222222222,"adult",2
"Subulura otolicni",1,"1larv",3,3,0,"larva",2
"Subulura otolicni",2,"adult",5,1.83333333333333,0.138888888888889,"adult",2
"Subulura williaminglisi",1,"1larv",3,3,0,"larva",2
"Subulura williaminglisi",2,"adult",4,2.66666666666667,0.222222222222222,"adult",2
"Sulcascaris sulcata",1,"1larv",11,4.31111111111111,0.836543209876543,"larva",2
"Sulcascaris sulcata",2,"adult",2,2,0,"adult",2
"Syncuaria squamata",1,"1larv",3,2.66666666666667,0.222222222222222,"larva",3
"Syncuaria squamata",2,"2larv",6,3.4,0.64,"larva",3
"Syncuaria squamata",3,"adult",3,1,0,"adult",3
"Syngamus trachea",1,"1larv",15,NA,NA,"larva",2
"Syngamus trachea",2,"adult",12,3.53030303030303,0.582415059687787,"adult",2
"Syphacia muris",1,"adult",1,1,NA,"adult",1
"Syphacia obvelata",1,"adult",1,1,NA,"adult",1
"Taenia acinonyxi",1,"1larv",1,1,NA,"larva",2
"Taenia acinonyxi",2,"adult",2,2,0,"adult",2
"Taenia arctos",1,"1larv",1,1,NA,"larva",2
"Taenia arctos",2,"adult",1,1,NA,"adult",2
"Taenia asiatica",1,"1larv",1,1,NA,"larva",2
"Taenia asiatica",2,"adult",1,1,NA,"adult",2
"Taenia crassiceps",1,"1larv",10,2.44444444444444,0.380246913580247,"larva",2
"Taenia crassiceps",2,"adult",5,1.5,0.25,"adult",2
"Taenia crocutae",1,"1larv",8,1.96428571428571,0.0344387755102041,"larva",2
"Taenia crocutae",2,"adult",1,1,NA,"adult",2
"Taenia endothoracicus",1,"1larv",4,1.5,0.25,"larva",2
"Taenia endothoracicus",2,"adult",1,1,NA,"adult",2
"Taenia gonyamai",1,"1larv",6,1.93333333333333,0.0622222222222222,"larva",2
"Taenia gonyamai",2,"adult",2,2,0,"adult",2
"Taenia hyaenae",1,"1larv",10,2.2,0.16,"larva",2
"Taenia hyaenae",2,"adult",3,2.66666666666667,0.222222222222222,"adult",2
"Taenia hydatigena",1,"1larv",10,2.44444444444444,0.380246913580247,"larva",2
"Taenia hydatigena",2,"adult",9,2.22222222222222,0.728395061728395,"adult",2
"Taenia krepkogorski",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2
"Taenia krepkogorski",2,"adult",4,2,1,"adult",2
"Taenia laticollis",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2
"Taenia laticollis",2,"adult",5,2.2,0.96,"adult",2
"Taenia macrocystis",1,"1larv",2,1,0,"larva",2
"Taenia macrocystis",2,"adult",7,1.86666666666667,0.115555555555556,"adult",2
"Taenia madoquae",1,"1larv",1,1,NA,"larva",2
"Taenia madoquae",2,"adult",1,1,NA,"adult",2
"Taenia martis",1,"1larv",10,2.33333333333333,0.622222222222222,"larva",2
"Taenia martis",2,"adult",8,1.75,0.1875,"adult",2
"Taenia multiceps",1,"1larv",4,3,1,"larva",2
"Taenia multiceps",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2
"Taenia mustelae",1,"1larv",33,2.61174242424242,0.495089388200184,"larva",2
"Taenia mustelae",2,"adult",7,1.28571428571429,0.204081632653061,"adult",2
"Taenia olngojinei",1,"1larv",4,1.83333333333333,0.138888888888889,"larva",2
"Taenia olngojinei",2,"adult",1,1,NA,"adult",2
"Taenia omissa",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2
"Taenia omissa",2,"adult",1,1,NA,"adult",2
"Taenia ovis/krabbei",1,"1larv",6,2.33333333333333,0.222222222222222,"larva",2
"Taenia ovis/krabbei",2,"adult",7,2.4,0.64,"adult",2
"Taenia parenchymatosa",1,"1larv",3,2,0,"larva",2
"Taenia parenchymatosa",2,"adult",4,1.66666666666667,0.222222222222222,"adult",2
"Taenia parva",1,"1larv",1,1,NA,"larva",2
"Taenia parva",2,"adult",4,3,0,"adult",2
"Taenia pencei",1,"1larv",1,1,NA,"larva",2
"Taenia pencei",2,"adult",1,NA,NA,"adult",2
"Taenia pisiformis",1,"1larv",10,3.04444444444444,1.24246913580247,"larva",2
"Taenia pisiformis",2,"adult",8,2.32142857142857,0.646683673469388,"adult",2
"Taenia polyacantha",1,"1larv",12,2.06060606060606,0.54178145087236,"larva",2
"Taenia polyacantha",2,"adult",4,2.33333333333333,0.888888888888889,"adult",2
"Taenia regis",1,"1larv",3,2.66666666666667,0.222222222222222,"larva",2
"Taenia regis",2,"adult",2,1,0,"adult",2
"Taenia rileyi",1,"1larv",7,2.52380952380952,0.344671201814059,"larva",2
"Taenia rileyi",2,"adult",4,2.33333333333333,0.555555555555556,"adult",2
"Taenia saginata",1,"1larv",1,1,NA,"larva",2
"Taenia saginata",2,"adult",1,1,NA,"adult",2
"Taenia selousi",1,"1larv",2,2,0,"larva",2
"Taenia selousi",2,"adult",1,1,NA,"adult",2
"Taenia serialis",1,"1larv",4,1.5,0.25,"larva",2
"Taenia serialis",2,"adult",4,1.83333333333333,0.138888888888889,"adult",2
"Taenia simbae",1,"1larv",2,2,0,"larva",2
"Taenia simbae",2,"adult",1,1,NA,"adult",2
"Taenia solium",1,"1larv",3,3.66666666666667,0.222222222222222,"larva",2
"Taenia solium",2,"adult",1,1,NA,"adult",2
"Taenia taeniaeformis",1,"1larv",16,2.4,0.49,"larva",2
"Taenia taeniaeformis",2,"adult",2,3,0,"adult",2
"Taenia talicei",1,"1larv",3,1,0,"larva",2
"Taenia talicei",2,"adult",1,1,NA,"adult",2
"Taenia taxidiensis",1,"1larv",5,1.9,0.09,"larva",2
"Taenia taxidiensis",2,"adult",2,3,0,"adult",2
"Taenia twitchelli",1,"1larv",6,2.73333333333333,0.195555555555556,"larva",2
"Taenia twitchelli",2,"adult",1,1,NA,"adult",2
"Tanaorhamphus longirostris",1,"1larv",1,1,NA,"larva",2
"Tanaorhamphus longirostris",2,"adult",1,1,NA,"adult",2
"Tarsubulura perarmata",1,"1larv",2,2,0,"larva",2
"Tarsubulura perarmata",2,"adult",4,3.16666666666667,1.47222222222222,"adult",2
"Tatria biremis",1,"1larv",1,1,NA,"larva",2
"Tatria biremis",2,"adult",4,1.5,0.25,"adult",2
"Tegorhynchus furcatus",1,"1larv",2,1,NA,"larva",2
"Tegorhynchus furcatus",2,"adult",5,3.7,3.21,"adult",2
"Teladorsagia circumcincta",1,"adult",1,1,NA,"adult",1
"Tetrameres americana",1,"1larv",4,2.83333333333333,1.47222222222222,"larva",2
"Tetrameres americana",2,"adult",2,3,0,"adult",2
"Tetrameres cardinalis",1,"1larv",1,1,NA,"larva",2
"Tetrameres cardinalis",2,"adult",1,1,NA,"adult",2
"Tetrameres confusa",1,"1larv",2,2,0,"larva",2
"Tetrameres confusa",2,"adult",1,1,NA,"adult",2
"Tetrameres crami",1,"1larv",2,3,0,"larva",2
"Tetrameres crami",2,"adult",11,1.47272727272727,0.249256198347107,"adult",2
"Tetrameres fissispina",1,"1larv",15,4.40909090909091,1.51446280991736,"larva",2
"Tetrameres fissispina",2,"adult",6,3.13333333333333,1.18222222222222,"adult",2
"Tetrameres mohtedai",1,"1larv",5,4.66666666666667,0.222222222222222,"larva",2
"Tetrameres mohtedai",2,"adult",1,1,NA,"adult",2
"Tetrameres pattersoni",1,"1larv",3,3.33333333333333,0.888888888888889,"larva",2
"Tetrameres pattersoni",2,"adult",1,1,NA,"adult",2
"Thelastoma bulhoesi",1,"adult",1,1,NA,"adult",1
"Thubunaea baylisi",1,"1larv",1,NA,NA,"larva",2
"Thubunaea baylisi",2,"adult",4,2.66666666666667,0.222222222222222,"adult",2
"Thysaniezia giardi",1,"1larv",8,2.71428571428571,0.489795918367347,"larva",2
"Thysaniezia giardi",2,"adult",3,2,0,"adult",2
"Toxascaris leonina",1,"1larv",4,4.33333333333333,0.555555555555556,"larva",2
"Toxascaris leonina",2,"adult",9,2.47222222222222,0.415895061728395,"adult",2
"Toxocara canis",1,"1larv",7,NA,NA,"larva",2
"Toxocara canis",2,"adult",6,2.46666666666667,0.515555555555556,"adult",2
"Toxocara cati",1,"1larv",6,NA,NA,"larva",2
"Toxocara cati",2,"adult",1,1,NA,"adult",2
"Toxocara mackerrasae",1,"adult",4,1.83333333333333,0.138888888888889,"adult",1
"Toxocara pteropodis",1,"adult",2,1,0,"adult",1
"Toxocara vitulorum",1,"adult",2,2,0,"adult",1
"Travassosascaris araujoi",1,"1larv",1,1,NA,"larva",2
"Travassosascaris araujoi",2,"adult",1,1,NA,"adult",2
"Triaenophorus crassus",1,"1larv",3,1,0,"larva",3
"Triaenophorus crassus",2,"2larv",11,2.34545454545455,1.71702479338843,"larva",3
"Triaenophorus crassus",3,"adult",1,1,NA,"adult",3
"Triaenophorus nodulosus",1,"1larv",5,1.4,0.24,"larva",3
"Triaenophorus nodulosus",2,"2larv",12,3.72727272727273,0.416528925619835,"larva",3
"Triaenophorus nodulosus",3,"adult",1,1,NA,"adult",3
"Triaenophorus stizostedionis",1,"1larv",1,1,NA,"larva",3
"Triaenophorus stizostedionis",2,"2larv",1,1,NA,"larva",3
"Triaenophorus stizostedionis",3,"adult",1,1,NA,"adult",3
"Trichosomoides crassicauda",1,"adult",3,1.66666666666667,0.222222222222222,"adult",1
"Trichospirura leptostoma",1,"1larv",2,1,NA,"larva",2
"Trichospirura leptostoma",2,"adult",6,2.6,0.24,"adult",2
"Trichostrongylus axei",1,"adult",9,3.55555555555556,0.746913580246914,"adult",1
"Trichostrongylus colubriformis",1,"adult",4,3,1,"adult",1
"Trichostrongylus retortaeformis",1,"adult",2,2,0,"adult",1
"Trichostrongylus rugatus",1,"adult",1,1,NA,"adult",1
"Trichostrongylus sigmodontis",1,"adult",5,2.7,0.21,"adult",1
"Trichostrongylus skrjabini",1,"adult",3,2.33333333333333,0.888888888888889,"adult",1
"Trichostrongylus tenuis",1,"adult",2,1,0,"adult",1
"Trichostrongylus vitrinus",1,"adult",4,3,1,"adult",1
"Trichuris discolor",1,"adult",1,1,NA,"adult",1
"Trichuris muris",1,"adult",3,1.66666666666667,0.222222222222222,"adult",1
"Trichuris ovis",1,"adult",4,2,0,"adult",1
"Trichuris skrjabini",1,"adult",2,2,0,"adult",1
"Trichuris suis",1,"adult",2,4,0,"adult",1
"Trichuris trichiura",1,"adult",5,3.2,0.56,"adult",1
"Trichuris vulpis",1,"adult",2,4,0,"adult",1
"Trilobostrongylus bioccai",1,"1larv",4,3.5,0.25,"larva",3
"Trilobostrongylus bioccai",2,"2larv",4,3.5,0.583333333333333,"larva",3
"Trilobostrongylus bioccai",3,"adult",1,1,NA,"adult",3
"Triodontolepis bifurca",1,"1larv",1,1,NA,"larva",2
"Triodontolepis bifurca",2,"adult",2,1,0,"adult",2
"Triodontolepis hamanni",1,"1larv",1,1,NA,"larva",2
"Triodontolepis hamanni",2,"adult",2,1,0,"adult",2
"Triodontolepis kurashvilii",1,"1larv",1,NA,NA,"larva",2
"Triodontolepis kurashvilii",2,"adult",1,1,NA,"adult",2
"Triodontolepis sumavensis",1,"1larv",1,1,NA,"larva",2
"Triodontolepis sumavensis",2,"adult",1,1,NA,"adult",2
"Triodontophorus tenuicollis",1,"adult",5,1,0,"adult",1
"Troglostrongylus brevior",1,"1larv",8,2.89285714285714,0.167091836734694,"larva",3
"Troglostrongylus brevior",2,"2larv",1,1,NA,"larva",3
"Troglostrongylus brevior",3,"adult",3,1,0,"adult",3
"Truttaedacnitis pybusae",1,"adult",1,1,NA,"adult",1
"Truttaedacnitis truttae",1,"1larv",1,1,NA,"larva",2
"Truttaedacnitis truttae",2,"adult",3,2,0,"adult",2
"Tschertkovilepis setigera",1,"1larv",3,4.66666666666667,0.222222222222222,"larva",2
"Tschertkovilepis setigera",2,"adult",3,2,0,"adult",2
"Turgida turgida",1,"1larv",8,2.80952380952381,1.01133786848073,"larva",2
"Turgida turgida",2,"adult",5,1.7,0.21,"adult",2
"Umingmakstrongylus pallikuukensis",1,"1larv",2,1,0,"larva",2
"Umingmakstrongylus pallikuukensis",2,"adult",1,1,NA,"adult",2
"Uncinaria stenocephala",1,"adult",2,2,0,"adult",1
"Urocystis prolifer",1,"1larv",3,1,0,"larva",2
"Urocystis prolifer",2,"adult",2,1,0,"adult",2
"Valipora campylancristrota",1,"1larv",2,2,0,"larva",3
"Valipora campylancristrota",2,"2larv",14,3.43956043956044,0.905687718874532,"larva",3
"Valipora campylancristrota",3,"adult",2,1,0,"adult",3
"Vampirolepis evaginata",1,"1larv",1,1,NA,"larva",2
"Vampirolepis evaginata",2,"adult",1,1,NA,"adult",2
"Varestrongylus alpenae",1,"1larv",5,2.6,0.44,"larva",2
"Varestrongylus alpenae",2,"adult",2,1,0,"adult",2
"Varestrongylus capreoli",1,"1larv",10,2.91111111111111,0.169876543209877,"larva",2
"Varestrongylus capreoli",2,"adult",1,1,NA,"adult",2
"Varestrongylus eleguneniensis",1,"1larv",2,1,0,"larva",2
"Varestrongylus eleguneniensis",2,"adult",3,2.66666666666667,0.222222222222222,"adult",2
"Varestrongylus pneumonicus",1,"1larv",16,2.74545454545455,0.444297520661157,"larva",2
"Varestrongylus pneumonicus",2,"adult",4,1.66666666666667,0.222222222222222,"adult",2
"Varestrongylus sagittatus",1,"1larv",17,NA,NA,"larva",2
"Varestrongylus sagittatus",2,"adult",2,2,0,"adult",2
"Variolepis farciminosa",1,"1larv",6,NA,NA,"larva",2
"Variolepis farciminosa",2,"adult",10,2.80555555555556,0.212191358024691,"adult",2
"Vaucherilepis trichophorus",1,"1larv",1,1,NA,"larva",2
"Vaucherilepis trichophorus",2,"adult",1,1,NA,"adult",2
"Vigisolepis spinulosa",1,"1larv",1,1,NA,"larva",2
"Vigisolepis spinulosa",2,"adult",3,1,0,"adult",2
"Vigisospirura potekhina",1,"1larv",9,2.3,0.41,"larva",2
"Vigisospirura potekhina",2,"adult",3,3,0,"adult",2
"Wardium fryei",1,"1larv",2,2,0,"larva",2
"Wardium fryei",2,"adult",8,1.42857142857143,0.244897959183673,"adult",2
"Wardium fusa",1,"1larv",1,1,NA,"larva",2
"Wardium fusa",2,"adult",4,1,0,"adult",2
"Wardium manubriatum",1,"1larv",1,1,NA,"larva",2
"Wardium manubriatum",2,"adult",1,1,NA,"adult",2
"Wardium paraporale",1,"1larv",1,1,NA,"larva",2
"Wardium paraporale",2,"adult",1,1,NA,"adult",2
"Wardium stellorae",1,"1larv",2,1,0,"larva",2
"Wardium stellorae",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2
